INVOICED_AMOUNT,FISCAL_QUARTER,PRODUCT_CATEGORY,SUPPLIER_NAME,IS_PREFERRED_SUPPLIER,CHANNEL,IS_CATALOG
89.0,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Sandoz Inc,No,Ebuy,no
107.44,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Sandoz Inc,No,PO,no
35.79,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Shiseido Co.  Ltd.,No,Ebuy,no
355.0,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Skinfix  Inc.,Yes,Pcard,no
17.16,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Tenaris  S.A.,Yes,Ebuy,no
11.16,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Tenaris Coiled Tubes Llc,No,PO,no
7.35,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Thefaceshop Co.  Ltd,No,Ebuy,yes
28.14,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Timken Group,No,Ebuy,no
76.6,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Timken Group,No,Pcard,no
42.85,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Tubos De Acero De Mexico Sa,No,PO,no
42.47,Q3 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Wise Consumer Products,Yes,Ebuy,no
15.4,Q3 FY2014,OUTSOURCED SERVICES,Ab7 Industries,Yes,Ebuy,yes
66.58,Q3 FY2014,OUTSOURCED SERVICES,Avpak,No,Pcard,yes
495.0,Q3 FY2014,OUTSOURCED SERVICES,Best Buy ,Yes,Ebuy,yes
65.84,Q3 FY2014,OUTSOURCED SERVICES,Cephalon  Inc.,Yes,PO,no
30.77,Q3 FY2014,OUTSOURCED SERVICES,Cephalon  Inc.,Yes,Pcard,no
4.06,Q3 FY2014,OUTSOURCED SERVICES,Darron Tool & Eng Sbo,No,PO,no
3.14,Q3 FY2014,OUTSOURCED SERVICES,Godwin-Sbo  Lp,No,PO,no
77.2,Q3 FY2014,OUTSOURCED SERVICES,Hampton Inn & Suites,No,PO,yes
4.75,Q3 FY2014,OUTSOURCED SERVICES,Knust Sbs,No,Ebuy,no
495.0,Q3 FY2014,OUTSOURCED SERVICES,Panda Express,Yes,Ebuy,yes
35.25,Q3 FY2014,OUTSOURCED SERVICES,Revamp International Pte. Ltd.,Yes,PO,yes
51.760000000000005,Q3 FY2014,OUTSOURCED SERVICES,Sandoz Inc,No,PO,no
216.6,Q3 FY2014,OUTSOURCED SERVICES,Sandoz Inc,No,Pcard,no
250.0,Q3 FY2014,OUTSOURCED SERVICES,Skinfix  Inc.,Yes,PO,yes
272.0,Q3 FY2014,OUTSOURCED SERVICES,Skinfix  Inc.,Yes,Pcard,yes
66.58,Q3 FY2014,OUTSOURCED SERVICES,Walgreen Co.,No,Pcard,yes
453.87,Q3 FY2015,Asset,Cephalon  Inc.,Yes,PO,no
21.09,Q3 FY2015,Asset,Cephalon  Inc.,Yes,Pcard,no
112.0,Q3 FY2015,Asset,Darron Tool & Eng Sbo,No,Ebuy,no
52.8,Q3 FY2015,Asset,Depomed  Inc.,No,Pcard,yes
42.0,Q3 FY2015,Asset,Hampton Inn & Suites,No,PO,no
22.98,Q3 FY2015,Asset,Kroger Company,No,Pcard,no
45.96,Q3 FY2015,Asset,Mary Kay Inc.,No,Ebuy,yes
39.5,Q3 FY2015,Asset,Pliva Inc.,No,Pcard,no
68.97,Q3 FY2015,Asset,Revamp International Pte. Ltd.,Yes,Pcard,yes
927.39,Q3 FY2015,Asset,Sandoz Inc,No,Ebuy,no
94.8,Q3 FY2015,Asset,Sandoz Inc,No,PO,no
112.0,Q3 FY2015,Asset,Sj Creations  Inc.,Yes,Pcard,no
78.25,Q3 FY2015,Asset,Tonymoly Co.  Ltd.,No,Ebuy,yes
15.4,Q3 FY2015,Asset,Walgreen Co.,No,PO,yes
39.5,Q3 FY2015,Asset,Wise Consumer Products,Yes,Ebuy,no
699.0,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Ab7 Industries,Yes,PO,no
456.86,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Akorn  Inc.,No,Ebuy,yes
16.4,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Alk-Abello  Inc.,Yes,Ebuy,no
67.51,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Avpak,No,Ebuy,no
4.2,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Best Buy ,Yes,PO,yes
30.53,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,Ebuy,no
282.02,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,Ebuy,yes
615.87,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,PO,no
101.82,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,PO,yes
52.64,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,Pcard,no
7.7,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Chattem  Inc.,No,Ebuy,yes
23.49,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Darron Tool & Eng Sbo,No,Pcard,no
7.7,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Depomed  Inc.,No,PO,yes
16.4,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Elizabeth Arden  Inc,Yes,Ebuy,no
699.0,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Fenwal  Inc.,No,PO,no
10.43,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Godwin-Sbo  Lp,No,Pcard,no
60.9,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Hampton Inn & Suites,No,Pcard,no
238.84,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Heel Inc,No,PO,no
180.76,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Henry Schein  Inc.,No,PO,yes
12.99,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Hospira  Inc.,No,PO,no
350.27,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Jeun Cell Ltd,No,PO,no
99.75,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Kroger Company,No,Pcard,no
65.63,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Mary Kay Inc.,No,PO,yes
37.4,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Matrixx Initiatives  Inc.,No,Ebuy,yes
472.49,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Matrixx Initiatives  Inc.,No,PO,no
699.0,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Matrixx Initiatives  Inc.,No,PO,yes
16.9,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Merck Sharp & Dohme Corp.,No,PO,no
45.38,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Panrosa Enterprises  Inc.,Yes,Ebuy,yes
19.77,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Prime Packaging  Inc.,No,PO,no
110.98,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Quiznos,Yes,Pcard,no
15.4,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Revamp International Pte. Ltd.,Yes,PO,yes
635.0,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Rite Aid Corporation,No,Ebuy,no
15.5,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Rite Aid Corporation,No,PO,yes
699.0,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Safeway,Yes,Pcard,yes
15.4,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Safeway Inc.,No,PO,yes
358.13,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,Ebuy,no
216.6,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,PO,no
216.6,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,Pcard,no
251.0,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Sbot,No,PO,yes
15.4,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Sj Creations  Inc.,Yes,Ebuy,no
74.12,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,Ebuy,no
150.5,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,PO,no
75.1,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,PO,yes
183.4,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,Pcard,yes
245.0,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Starbucks,Yes,Pcard,yes
30.0,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Tenaris,No,PO,no
22.31,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Tenaris  S.A.,Yes,Pcard,no
22.31,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Tenaris Coiled Tubes Llc,No,Ebuy,no
367.0,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Thefaceshop Co.  Ltd,No,Ebuy,no
542.0,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Thefaceshop Co.  Ltd,No,PO,no
26.86,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Thefaceshop Co.  Ltd,No,Pcard,no
6.0,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Valu Merchandisers Company,Yes,Ebuy,yes
140.29,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Walgreen Co.,No,Pcard,yes
45.39,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Walgreen Company,No,PO,yes
16.9,Q3 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Wockhardt Limited,Yes,PO,no
11.55,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Ab7 Industries,Yes,PO,no
218.0,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Alk-Abello  Inc.,Yes,PO,no
45.96,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Avkare  Inc.,No,PO,yes
15.4,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Avpak,No,Ebuy,yes
22.68,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Avpak,No,Pcard,no
131.49,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Best Buy ,Yes,PO,no
52.95,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,C.D.M.A.  Inc,No,PO,yes
98.17,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,Ebuy,no
1716.38,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,Ebuy,yes
21.09,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,PO,no
92.19,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,PO,yes
113.06,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,Pcard,no
1917.0300000000002,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,Pcard,yes
66.0,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Chattem  Inc.,No,Pcard,no
1817.4,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Deb Usa  Inc.,No,Pcard,yes
450.0,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Elizabeth Arden  Inc,Yes,PO,no
0,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Fenwal  Inc.,No,PO,no
220.0,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,H.J. Harkins Company  Inc.,No,PO,no
27.6,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,H.J. Harkins Company  Inc.,No,Pcard,no
48.53,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Hampton Inn & Suites,No,PO,no
456.86,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Heel Inc,No,Pcard,no
52.8,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Henry Schein  Inc.,No,Pcard,yes
152.6,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Jeun Cell Ltd,No,Ebuy,no
110.98,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Johnny Rockets,No,Pcard,no
73.5,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,King Bio Inc.,No,PO,no
15.4,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,PO,yes
7.35,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,Pcard,no
15.4,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,Pcard,yes
16.65,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Mckesson,Yes,Ebuy,no
700.0,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Merck Sharp & Dohme Corp.,No,Ebuy,yes
108.0,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Panda Express,Yes,Pcard,no
20.0,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Panda Express,Yes,Pcard,yes
25.0,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Prime Packaging  Inc.,No,Ebuy,yes
48.53,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Quiznos,Yes,PO,no
25.0,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Rimmel Inc.,No,Pcard,yes
191.9,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Safeway,Yes,Pcard,yes
17.34,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,Ebuy,no
118.22,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,Ebuy,yes
456.86,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,PO,no
199.82999999999998,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,PO,yes
102.15,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,Pcard,no
99.76,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,Pcard,yes
37.4,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Sb Darron Pte Ltd,No,PO,yes
37.4,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Sbot,No,Ebuy,yes
37.4,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Schoeller Bleckmann Inc,No,Ebuy,yes
667.4,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Schoeller Bleckmann Inc,No,PO,yes
31.27,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Skinfix  Inc.,Yes,Ebuy,no
90.75,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Skinfix  Inc.,Yes,PO,no
20.0,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Starbucks,Yes,Ebuy,yes
1062.19,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Tenaris,No,Pcard,yes
125.3,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Tenaris  S.A.,Yes,Ebuy,no
30.86,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Tenaris Coiled Tubes Llc,No,PO,no
103.23,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Thefaceshop Co.  Ltd,No,Ebuy,no
12.8,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Thefaceshop Co.  Ltd,No,Pcard,no
27.099999999999998,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Thefaceshop Co.  Ltd,No,Pcard,yes
145.0,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Tubos De Acero De Mexico Sa,No,PO,yes
323.21,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Valu Merchandisers Company,Yes,PO,no
96.18,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Ventura International Ltd,No,PO,no
21.42,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Walgreen Co.,No,PO,no
37.4,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Walgreen Company,No,PO,no
120.0,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Wockhardt Limited,Yes,Ebuy,no
14.0,Q3 FY2015,IT/IS AND TELECOMMUNICATIONS,Wockhardt Limited,Yes,PO,yes
2200.14,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Akorn  Inc.,No,Pcard,yes
315.11,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Cephalon  Inc.,Yes,Ebuy,no
92.19,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Cephalon  Inc.,Yes,PO,yes
315.11,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Cephalon  Inc.,Yes,Pcard,no
251.0,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Dza Brands Llc,Yes,PO,yes
68.98,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Elizabeth Arden  Inc,Yes,PO,no
14.0,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Kroger Company,No,Pcard,no
246.8,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Matrixx Initiatives  Inc.,No,Ebuy,no
113.02000000000001,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Matrixx Initiatives  Inc.,No,PO,no
74.86,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Matrixx Initiatives  Inc.,No,Pcard,no
120.0,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Panda Express,Yes,Ebuy,yes
35.52,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Pliva Inc.,No,PO,no
297.0,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Sandoz Inc,No,PO,no
35.08,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Schoeller Bleckmann Inc,No,Pcard,no
78.25,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Sj Creations  Inc.,Yes,PO,yes
30.76,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Skinfix  Inc.,Yes,Ebuy,yes
611.19,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Skinfix  Inc.,Yes,PO,yes
663.56,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Skinfix  Inc.,Yes,Pcard,yes
30.86,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Tenaris,No,Ebuy,no
125.3,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Tenaris Coiled Tubes Llc,No,PO,no
5.0,Q3 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Tonymoly Co.  Ltd.,No,Pcard,no
12.0,Q3 FY2015,OUTSOURCED SERVICES,Ab7 Industries,Yes,Pcard,no
41.1,Q3 FY2015,OUTSOURCED SERVICES,Akorn  Inc.,No,PO,no
10.5,Q3 FY2015,OUTSOURCED SERVICES,Alk-Abello  Inc.,Yes,Pcard,yes
58.29,Q3 FY2015,OUTSOURCED SERVICES,Cephalon  Inc.,Yes,PO,yes
39.57,Q3 FY2015,OUTSOURCED SERVICES,Chattem  Inc.,No,PO,no
30.0,Q3 FY2015,OUTSOURCED SERVICES,Darron Tool & Eng Sbo,No,Pcard,no
2465.14,Q3 FY2015,OUTSOURCED SERVICES,Deb Usa  Inc.,No,PO,yes
106.0,Q3 FY2015,OUTSOURCED SERVICES,Depomed  Inc.,No,Ebuy,no
30.0,Q3 FY2015,OUTSOURCED SERVICES,Godwin-Sbo  Lp,No,PO,no
39.68,Q3 FY2015,OUTSOURCED SERVICES,Heel Inc,No,Ebuy,no
82.0,Q3 FY2015,OUTSOURCED SERVICES,Knust Sbs,No,PO,no
2465.14,Q3 FY2015,OUTSOURCED SERVICES,Merck Sharp & Dohme Corp.,No,PO,yes
96.25,Q3 FY2015,OUTSOURCED SERVICES,Panrosa Enterprises  Inc.,Yes,Ebuy,yes
80.0,Q3 FY2015,OUTSOURCED SERVICES,Prime Packaging  Inc.,No,PO,yes
22.44,Q3 FY2015,OUTSOURCED SERVICES,Rimmel Inc.,No,Pcard,yes
24.0,Q3 FY2015,OUTSOURCED SERVICES,Sandoz Inc,No,Ebuy,yes
99.0,Q3 FY2015,OUTSOURCED SERVICES,Shiseido Co.  Ltd.,No,Ebuy,yes
400.0,Q3 FY2015,OUTSOURCED SERVICES,Skinfix  Inc.,Yes,PO,no
112.7,Q3 FY2015,OUTSOURCED SERVICES,Skinfix  Inc.,Yes,Pcard,no
534.5,Q3 FY2015,OUTSOURCED SERVICES,Timken Group,No,Ebuy,no
12.0,Q3 FY2015,OUTSOURCED SERVICES,Valu Merchandisers Company,Yes,Ebuy,no
10.5,Q3 FY2015,OUTSOURCED SERVICES,Walgreen Company,No,PO,yes
17.21,Q4 FY2013,Asset,Cephalon  Inc.,Yes,PO,yes
15.3,Q4 FY2013,Asset,Cephalon  Inc.,Yes,Pcard,no
15.4,Q4 FY2013,Asset,Chattem  Inc.,No,PO,no
16.26,Q4 FY2013,Asset,Matrixx Initiatives  Inc.,No,Ebuy,yes
263.23,Q4 FY2013,Asset,Panda Express,Yes,PO,no
415.93,Q4 FY2013,Asset,Prime Packaging  Inc.,No,Pcard,no
16.26,Q4 FY2013,Asset,Safeway,Yes,Pcard,yes
15.4,Q4 FY2013,Asset,Skinfix  Inc.,Yes,Ebuy,no
699.0,Q4 FY2013,Asset,Skinfix  Inc.,Yes,PO,no
699.0,Q4 FY2013,Asset,Tenaris  S.A.,Yes,PO,no
54.0,Q4 FY2013,Asset,Thefaceshop Co.  Ltd,No,Ebuy,no
48.0,Q4 FY2013,Asset,Thefaceshop Co.  Ltd,No,Ebuy,yes
3.8,Q4 FY2013,Asset,Thefaceshop Co.  Ltd,No,Pcard,no
12.65,Q4 FY2013,Asset,Tubos De Acero De Mexico Sa,No,Pcard,yes
16.95,Q4 FY2013,Asset,Walgreen Co.,No,PO,yes
21.31,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Ab7 Industries,Yes,Ebuy,no
30.45,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Akorn  Inc.,No,Pcard,yes
15.4,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Alk-Abello  Inc.,Yes,PO,no
451.13,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Avkare  Inc.,No,PO,yes
12.76,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Avpak,No,PO,no
94.23,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Best Buy ,Yes,Ebuy,no
16.5,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,C.D.M.A.  Inc,No,PO,yes
206.13,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,Ebuy,yes
65.73,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,PO,no
22.0,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,PO,yes
561.1800000000001,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,Pcard,no
126.91,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Darron Tool & Eng Sbo,No,PO,no
50.84,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Deb Usa  Inc.,No,PO,yes
3670.2,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Depomed  Inc.,No,Ebuy,yes
20.0,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Godwin-Sbo  Lp,No,Ebuy,no
33.3,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,H.J. Harkins Company  Inc.,No,Ebuy,no
94.23,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Hampton Inn & Suites,No,Ebuy,no
16.5,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Henry Schein  Inc.,No,Ebuy,yes
15.4,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Jeun Cell Ltd,No,Ebuy,no
20.0,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Knust Sbs,No,Ebuy,no
6390.04,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Knust Sbs,No,PO,yes
42.07,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Mary Kay Inc.,No,Ebuy,yes
48.199999999999996,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Matrixx Initiatives  Inc.,No,PO,no
100.0,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Matrixx Initiatives  Inc.,No,PO,yes
628.42,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Matrixx Initiatives  Inc.,No,Pcard,yes
50.84,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Merck Sharp & Dohme Corp.,No,PO,yes
28.86,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Panda Express,Yes,PO,no
127.5,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Panrosa Enterprises  Inc.,Yes,Pcard,no
49.5,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Prime Packaging  Inc.,No,Ebuy,yes
18.02,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Revamp International Pte. Ltd.,Yes,Pcard,no
49.5,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Rimmel Inc.,No,Pcard,yes
57.0,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Safeway,Yes,Pcard,yes
9.99,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Safeway Inc.,No,PO,yes
52.64,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,Ebuy,no
135.0,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,Ebuy,yes
297.0,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,PO,no
263.22,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,Pcard,no
99.0,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,Pcard,yes
36.16,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Sb Darron Pte Ltd,No,PO,yes
72.47,Q4 FY2013,ELECTRONIC COMPONENTS AND SUPPLIES,Sbot,No,Ebuy,yes
